id,updatefor,status,zonaloffice,company,incidentnumber,incidentdate,reportdate,contaminant,estimatedquantity,quantityrecovered,spillstopdate,typeoffacility,cause,initialcontainmentmeasures,sitelocationname,latitude,longitude,lga,estimatedspillarea,spillareahabitat,descriptionofimpact,statesaffected,attachments,formadate,formbdate,formcdate,jivdate,jivpresent,cleanupdate,cleanupcompleteddate,cleanupmethods,postcleanupinspectiondate,postimpactassessmentdate,remediationstart,remediationend,remediationtype,finalsamplingdate,finallabresultsdate,certificatedate,certificatenumber,lastupdatedby
267685,267685,confirmed,ph,NAOC,2022/LAR/261,2022-12-24,2022-12-24,cr,0.28,,2022-12-24,pl,sab,,"18"" EBOCHA-OGODA PIPELINE AT OWUBE AHOADA WEST LGA, RIVERS STATE.",5.2001000,6.5902500,Ogba/Egbema/Ndoni,0.00008405,la,"Single Hacksaw cut was observed at 12-2 O’clock position measuring approximately 140mm on the facility.",RI,"[{""url"":""data/attachments/267685/0wube 3 JIV Form.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/267685/Owube Naoc JIV3 Photos.pdf"",""caption"":""JIV PHOTOS""}]",,,,2022-12-24,"cmmnt,cmpny,mltry,mnstry,nosdra,plc",,,,,,,,,,,,,"2024-05-30 AB017"
267684,267684,confirmed,ph,NAOC,2022/NL/LAR/037,2022-12-23,2022-12-23,no,,,2022-12-23,pl,sab,,"18"" EBOCHA-OGODA PIPELINE AT OWUBE AHOADA WEST LGA, RIVERS STATE.",5.1947778,6.5892500,Ogba/Egbema/Ndoni,,,"3” ball valve was installed at 12 O’clock position on the facility by unknown persons.",RI,"[{""url"":""data/attachments/267684/Naoc Owube JIV Form2.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/267684/Owube Naoc JIV2 Photos.pdf"",""caption"":""JIV PHOTOS""}]",,,,2022-12-23,"cmmnt,cmpny,mltry,nosdra,plc,mnstry",,,,,,,,,,,,,"2024-05-30 AB017"
329939,,confirmed,wa,CHEVRON,"NOSDRA/016 AND 017/2024",2024-05-04,2024-05-05,no,,,,pl,sab,,"MAKARABA-UTONANA-ABITEYE (MUA) 16"" PIPELINE AT MAKARABA FIELD",5.7667778,5.3927778,Warri-South-West,,sw,"Dual 2"" flanged valve welded to 16""MUA pipeline at 12 O' clock position 6.1 metres apart",DE,"[{""url"":""data/attachments/t18fde3d105c/PAGE 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t18fde3d105c/PAGE 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t18fde3d105c/PAGE 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t18fde3d105c/PIX.jpg"",""caption"":""Picture showing the incident points""}]",,,,2024-05-31,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-03 WA003"
329940,329940,confirmed,wa,CHEVRON,NC-019/2021,2021-03-25,2021-03-25,cr,2.5,,,pl,ome,,"CHEVRON 16"" MAKARABA-UTONANA-ABITEYE PIPELINE AT KOKODIAGBENE AND BENIKURUKURU",5.6990278,5.3223333,Warri-South-West,,sw,"Vegetation, fishing net, venerable objects and surface water within and outside the Company's Right-Of-Way",DE,"[{""url"":""data/attachments/t18fde524e64/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t18fde524e64/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t18fde524e64/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t18fde524e64/PIX.jpg"",""caption"":""Picture showing the spill point""}]",,,,2022-03-25,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-03 WA003, 2024-11-22 AB008"
268803,268803,confirmed,ph,NAOC,2023/LAR/063,2023-02-10,2023-02-10,cr,5,,,pl,sab,,"18'' EOC-OGODA PL AT OBOBURU COMMUNITY, ONELGA, RIVERS STATE",5.2355000,6.5970278,Ogba/Egbema/Ndoni,0.00014674,la,"140mm hacksaw cut on 9 to 11 O Clck position",RI,"[{""url"":""data/attachments/268803/063 JIV FORM.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/268803/PICS 2.jpg"",""caption"":""PICS 1""},{""url"":""data/attachments/268803/PICS 3.jpg"",""caption"":""PICS 2""},{""url"":""data/attachments/268803/20240401_132851.jpg"",""caption"":""PCI Picture""}]",,,,2023-02-10,"nosdra,mnstry,cmpny,cmmnt",,,,2024-04-02,,,,,2024-04-02,,,,"2024-06-04 AB017"
272911,272911,invalid,ph,SPDC,876196,2023-01-28,,cr,,,,pl,sab,,"36"" Rumuekpe Nkpoku pipeline Omuike Aluu, Ikwerre L.GA, Rivers State.",4.948741,6.926065,Ikwere,,la,"Non leaking point with 2"" ball valve installed at 12 O'Clock position by unknown person for oil theft activities",RI,"[{""url"":""data/attachments/272911/IMG-20230308-WA0011.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/272911/IMG-20230308-WA0012.jpg"",""caption"":""JIV picture""}]",,,,2023-01-31,"nosdra,mltry,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2024-06-04 AB017"
268018,268018,invalid,ph,SPDC,842316,2023-01-16,,,,,,pl,sab,,"28''Bomu-Bonny Pipeline at Kpor",,,Gokana,,sw,,RI,[],,,,2023-01-17,"nosdra,mnstry,dpr,cmpny,cmmnt",,,,,,,,,,,,,"2024-06-04 AB017"
268950,268950,invalid,ph,SPDC,"EID 895506",2023-02-05,2023-02-07,cr,3,,2023-02-07,pl,sab,pt,"20""Kolo-Creek/Rumuekpe Pipeline at OKOMA AELGA RIVERS STATE",4.9721111,6.6616111,Ahoada-East,0.0019,la,"Hacksaw cut at about 2 -3 O'clock position on the 20""Kolo-Creek/Rumuekpe Pipeline at OKOMA AELGA RIVERS STATE",,"[{""url"":""data/attachments/t1868407f57a/1675782740899.jpg"",""caption"":""JIV Pictures""},{""url"":""data/attachments/268950/okoma.jpg"",""caption"":""PCI pic""},{""url"":""data/attachments/268950/okoma.jpg"",""caption"":""""}]",,,,2023-02-07,"nosdra,mnstry,cmmnt,cmpny,mltry",,,,2023-03-28,,,,,,,,,"2024-06-04 AB017"
274240,274240,invalid,ph,SPDC,1037419,2023-04-08,2023-04-08,no,,,2023-04-08,pl,sab,pt,"20"" Kolocreek-Rumuekpe Pipeline at Odau (KP15) community. New Pipeline.",4.93656510,6.49008740,Abua-Odual,,la,"A non leaking 4"" ball valve with flange welded on pipeline at 12 o'clock position.",RI,"[{""url"":""data/attachments/274240/1681129027334.jpg"",""caption"":""Site Overview""},{""url"":""data/attachments/274240/1681129050128.jpg"",""caption"":""Incident point before excavation""},{""url"":""data/attachments/274240/1681133219904.jpg"",""caption"":""Point on excavation""},{""url"":"""",""caption"":""JIV Form""}]",,,,2023-04-10,"nosdra,mnstry,cmmnt,cmpny,mltry,oth",,,,,,,,,,,,,"2024-06-05 AB017"
274393,274393,confirmed,ph,SPDC,985178,2023-03-18,2023-03-18,cr,102,,,pl,sab,pt,"RUMUEKPE WELL 3",4.98057,6.71065,Emuoha,0.0010,la,"THE VALVE WAS TAMPERED WITH BY DRIVING A STICK INSIDE THE VALVE.",RI,"[{""url"":""data/attachments/274393/IMG-20230418-WA0005.jpg"",""caption"":""jiv pics 1""},{""url"":""data/attachments/274393/IMG-20230418-WA0006.jpg"",""caption"":""jiv pics 2""},{""url"":""data/attachments/274393/IMG-20230502-WA0027.jpg"",""caption"":""jiv form""},{""url"":""data/attachments/274393/IMG-20230502-WA0024.jpg"",""caption"":""jiv form""},{""url"":""data/attachments/274393/IMG-20230502-WA0026.jpg"",""caption"":""jiv form""},{""url"":""data/attachments/274393/1704283300600.jpg"",""caption"":""PCI Picture""},{""url"":""data/attachments/274393/1704286673869.jpg"",""caption"":""PCI Picture""},{""url"":""data/attachments/274393/WhatsApp Image 2024-05-10 at 2.36.45 PM.jpeg"",""caption"":""final certification sampling picture""}]",,,,2023-03-31,"nosdra,dpr,mnstry,cmpny,cmmnt",,,,2024-01-03,,,,,2024-02-13,,,,"2024-06-05 AB017"
243258,243258,confirmed,by,NAOC,2022/SAR/011/037,2022-03-08,2022-03-09,cr,100,,2022-03-10,pl,eqf,bm,"18'' TEBIDABA/BRASS PIPELINE AT LASUKUGBENE",4.5048889,6.0565833,Southern-Ijaw,0.19882370,sw,"THE SPILL WAS DUE TO EQUIPMENT FAILURE. THE SPILL WAS OUTSIDE COMPANY RIGHT OF WAY. VEGETATION AND SURFACE WATER WERE IMPACTED.",BY,"[{""url"":""data/attachments/t1831ccbc802/LASUKUGBENE 011 2022 PIX.pdf"",""caption"":""JIV PIX""},{""url"":""data/attachments/243258/LASUKUGBENE 037 2022.pdf"",""caption"":""JIV FORM""}]",2022-03-10,,,2022-03-10,"nosdra,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2024-06-10 PH022"
330036,,confirmed,wa,NAOC,2024/LAR/02/069,2024-02-26,2024-02-26,cr,3,,,fl,sab,bm,"4"" OKPAI 12 SS OIL DELIVERY FLOW LINE AT BENEKU",5.6851806,6.5185944,Ndokwa-East,,ss,"Vegetation, surface water and oil stain soil were impacted within the Company's Right-Of-Way",DE,"[{""url"":""data/attachments/t19007b0a1a7/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t19007b0a1a7/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t19007b0a1a7/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t19007b0a1a7/Pix 1.jpg"",""caption"":""Picture showing the Hacksaw cut on the flowline""},{""url"":"""",""caption"":""""}]",,,,2024-02-29,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-11 WA003"
330039,330039,confirmed,wa,SEPLAT,SEPLAT/WA/GS/02/2025,2025-01-14,2025-01-14,ga,,,,gl,sab,sb,"6'' OKPORHURU - OBEN GAS LINE",5.9953833,5.8644028,Ohionmwon,,la,,DE,"[{""url"":""data/attachments/330039/1.jpg"",""caption"":""JIV form (page 1)""},{""url"":""data/attachments/330039/2.jpg"",""caption"":""JIV form (page 2)""},{""url"":""data/attachments/330039/3.jpg"",""caption"":""JIV form (page 3)""},{""url"":""data/attachments/330039/IMG-20250520-WA0017.jpg"",""caption"":""JIV picture (incident point)""}]",,,,2025-01-29,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2024-06-12 WA003, 2025-02-11 AB017, 2025-05-24 WA006"
330040,330040,confirmed,wa,SPDC,3029059,2024-05-18,2024-05-19,no,,,,fl,sab,,"OTUMARA WELL 54T FLOWLINE AT UGBOEGUNGUN",5.6642222,5.1362778,Warri-South-West,,sw,"2"" Flange and valve illegally mounted at 11 O'clock position on the flowline.",DE,"[{""url"":""data/attachments/330040/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t1900b8972a7/PAGE 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t1900b8972a7/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t1900b8972a7/PIX.jpg"",""caption"":""Picture showing the point of attachment""}]",,,,2024-06-07,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-12 WA003, 2024-06-13 WA003"
330076,,confirmed,wa,SPDC,3126080,2024-06-01,2024-06-02,no,,,,fl,sab,,"OTUMARA WELL 9T FLOWLINE AT UGBOEGUNGUN",5.6559444,5.1553056,Warri-South-West,,sw,"illegal  2"" flange mounted at 10 O' clock position on the flowline",DE,"[{""url"":""data/attachments/t1901209885d/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t1901209885d/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t1901209885d/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t1901209885d/Pix.jpg"",""caption"":""Picture showing point of attachment""}]",,,,2024-06-07,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-13 WA003"
330075,330075,confirmed,wa,CHEVRON,NOSDRA/012/2024,2024-04-22,2024-06-23,no,,,,"other: Bulk line",sab,,"18'' DIBI - SOUTH BULKLINE AT DIBI FIELD",5.7904836,5.2513836,Warri-North,,sw,"4'' hot tap valve illegally installed on the company's 18'' bulk line at 9 O'clock position",DE,"[{""url"":""data/attachments/t19011d86843/CNL JIV 25_04_24 (non leak)_1.jpg"",""caption"":""JIV form page 01""},{""url"":""data/attachments/t19011d86843/CNL JIV 25_04_24 (non leak)_2.jpg"",""caption"":""JIV form page 02""},{""url"":""data/attachments/t19011d86843/CNL JIV 25_04_24 (non leak)_3..jpg"",""caption"":""JIV form page 03""},{""url"":""data/attachments/t19011d86843/CNL JIV 25_04_24 (non leak)_4.jpg"",""caption"":""Point of attachment""}]",,,,2024-04-25,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-13 WA003, 2026-02-12 AB017"
330069,330069,confirmed,wa,Heritage,HEOSL/2024/259,2024-04-18,2024-04-18,cr,2.0,,,"other: Trunk line",eqf,,"24'' UPS - RAPELE TRUNK LINE AT EFFURUN",5.5741589,5.7892831,Uvwie,,la,"Vegetation and soil were impacted and the incident was within the company's right of way",DE,"[{""url"":""data/attachments/t1901187a68f/1.jpg"",""caption"":""JIV form page 01""},{""url"":""data/attachments/t1901187a68f/2.jpg"",""caption"":""JIV form page 02""},{""url"":""data/attachments/t1901187a68f/3.jpg"",""caption"":""JIV form page 03""},{""url"":""data/attachments/t1901187a68f/Before excavation.jpg"",""caption"":""Picture before excavation""},{""url"":""data/attachments/t1901187a68f/spill point.jpg"",""caption"":""Spill point""}]",,,,2024-04-20,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-13 WA003"
329979,329979,confirmed,wa,NEPL,NEPL/NDW/HSE/02/2025-01,2025-02-07,2025-02-08,ch,,,,rg,ome,,"UTOROGU WELL CLUSTER WELL 27, 28& 30 AT OTU JEREMI",5.4428133,5.8774367,Udu,,la,"Alleged drilling mud/chemical spill",DE,"[{""url"":""data/attachments/329979/1.jpg"",""caption"":""JIV form (page 1)""},{""url"":""data/attachments/329979/2.jpg"",""caption"":""JIV form (page 2)""},{""url"":""data/attachments/329979/3.jpg"",""caption"":""JIV form (page 3)""},{""url"":""data/attachments/329979/IMG-20250521-WA0097.jpg"",""caption"":""JIV picture (sample collection)""}]",,,,2025-02-10,"nosdra,dpr,mnstry,cmpny,cmmnt,mltry",,,,,,,,,,,,,"2024-06-16 WA002, 2025-05-23 WA006, 2025-06-10 AB008"
279482,279482,confirmed,ph,SPDC,1050362,2023-04-14,,no,,,,pl,sab,,"36"" Rumuekpe-Nkpoku Pipeline @ Rumuji",4.9385400,6.7576300,Emuoha,,la,"Unknown persons installed 3"" ball valve at 12 O' clock position on the pipeline for oil theft activities",RI,"[{""url"":""data/attachments/279482/IMG_20230426_122625.jpg"",""caption"":""INCIDENT POINT""},{""url"":""data/attachments/279482/IMG_20230426_122729.jpg"",""caption"":""INCIDENT POINT""},{""url"":""data/attachments/279482/Rumuji.pdf"",""caption"":""JIV FORM""},{""url"":""data/attachments/279482/20240329_140922.jpg"",""caption"":""PCI Picture""}]",,,,2023-04-26,"nosdra,mnstry,cmpny,cmmnt",,,,2024-03-29,,,,,2024-03-29,,,,"2024-06-19 AB017"
279477,279477,confirmed,ph,SPDC,1068527,2023-05-25,2023-05-25,cr,65,,2023-05-27,wh,sab,,"Rumuekpe well 3 wellhead at Rumuekpe community, Emohua L.G.A, Rivers State.",4.9805700,6.7106500,Emuoha,0.038,la,"The JIT observed that a section of wellhead valve flange was tempered by unknown persons at the time of investigation.",RI,"[{""url"":""data/attachments/279477/20230502_120535-1.jpg"",""caption"":""Picture 1""},{""url"":""data/attachments/279477/20230427_134702.jpg"",""caption"":""Picture 2""},{""url"":""data/attachments/279477/20230504_110009-1.jpg"",""caption"":""JIV Form 1""},{""url"":""data/attachments/279477/20230504_110033-1.jpg"",""caption"":""JIV Form 2""},{""url"":""data/attachments/279477/20230504_110056-1.jpg"",""caption"":""JIV Form 3""},{""url"":""data/attachments/279477/1704283300600.jpg"",""caption"":""PCI Picture""},{""url"":""data/attachments/279477/1704286673869.jpg"",""caption"":""PCI Picture""},{""url"":""data/attachments/279477/WhatsApp Image 2024-05-10 at 2.36.48 PM.jpeg"",""caption"":""final certification sampling picture""}]",,,,2023-05-27,"nosdra,mnstry,dpr,cmpny,cmmnt,mltry",,,,2024-01-03,,,,,2024-02-13,,,,"2024-06-20 AB017"
314072,314072,confirmed,ph,SPDC,2129018,2024-03-21,2024-03-22,cr,0.3,,2024-03-22,pl,sab,bw,"14""Okordia -Rumuekpe Trunkline @ Akala-Olu Ahoada West",5.1162778,6.4924444,Ahoada-West,0.0001,la,"hack saw cut of about 100mm at 10 to 11 0'clock position done by an unknown person(s) for oil theft activity on 14"" Okordia -Rumuekpe Trunkline at Akala-Olu Ahoada West Rivers state.",RI,"[{""url"":""data/attachments/314072/WhatsApp Image 2024-03-26 at 12.53.24 PM.jpeg"",""caption"":""pictures""}]",,2024-04-25,2024-05-06,2024-03-22,"cmmnt,cmpny,dpr,nosdra,mnstry",,,,,,,,,,,,,"2024-06-21 PH002, 2025-06-10 AB008, 2025-09-12 PH113, 2025-10-22 PH140"
314406,314406,invalid,ph,TOTAL,TUCN/JVA/ON-002/2024,2024-04-07,2024-04-07,cr,22.5,17.610,2024-04-08,pl,sab,"bw,tr","KM 26.1 OBAGI -RUMUEKPE CRUDE OIL EXPORT LINE AT RUMUEKPE .",5.0165639,6.6921758,Emuoha,0.00049000,la,"10CM HACK SAW CUT ON THE PIPE LINE BY UNKNOWN PERSON (S)",RI,[],,,2024-05-16,2024-04-08,"nosdra,cmmnt,dpr,cmpny",,,,,,,,,,,,,"2024-06-24 AB014"
314407,314407,confirmed,ph,TOTAL,TUCN/JVA/ON-002/2024,2024-04-08,2024-04-08,cr,22.5,17.510,2024-04-09,pl,sab,"bw,tr","KM 26.1 OBAGI -RUMUEKPE CRUDE OIL EXPORT LINE AT RUMUEKPE.",5.0165639,6.6921758,Emuoha,0.00049000,la,"10CM HACK SAW CUT ON THE PIPELINE AT 12-1 O' CLOCK POSITION BY UNKNOWN PERSON(S)",RI,"[{""url"":""data/attachments/314407/JIV 2 (2).jpg"",""caption"":""JIV PICTURES""}]",,2024-04-21,2024-05-07,2024-04-09,"nosdra,cmmnt,mnstry,dpr,cmpny",,,,,,,,,,,,,"2024-06-24 AB014, 2025-06-10 AB008"
330202,,confirmed,wa,SEPLAT,SEPLAT/WA/OS/09/2024,2024-06-07,2024-06-07,no,,,,fl,sab,,"6""Oben-Okporhurhu Right Of Way at Iguelaba",5.9649167,5.8620556,Ohionmwon,,la,"2"" Ball Valve connected with a 2"" pipe and flange illegally attached to a 6"" flowline at 12 O' clock position with a discharge point 40meters from the flowline",ED,"[{""url"":""data/attachments/t1904f8ebdcd/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t1904f8ebdcd/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t1904f8ebdcd/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t1904f8ebdcd/Pix.jpg"",""caption"":""Picture showing the incident point""}]",,,,2024-06-14,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-25 WA003"
330207,,confirmed,wa,NEPL,NEPL/HSE/ARO/006/2024,2024-05-27,2024-05-28,cr,20,,,fl,sab,bm,"NEPL OML 49, 4"" Aroh Flowline at Ajamimogha",6.0040778,5.4168731,Ikpoba-Okha,,sw,"Vegetation, surface water and soil were impacted within and outside the Company's Right-Of-Way",ED,"[{""url"":""data/attachments/t1904fe088f7/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t1904fe088f7/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t1904fe088f7/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t1904fe088f7/Pic.jpg"",""caption"":""Picture showing the point of spill""}]",,,,2024-06-15,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-25 WA003"
330208,,confirmed,wa,NEPL,NEPL/HSE/ARO/007/2024,2024-05-27,2024-05-28,cr,30,,,fl,eqf,,"NEPL OML49, 4"" AROH FLOWLINE AT AJAMIMOGHA",6.0065692,5.4178336,IKPOBA-OKHA,,sw,"Vegetation, surface water and soil within and outside the Company's Right-Of-Way",ED,"[{""url"":""data/attachments/t1904fececf9/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t1904fececf9/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t1904fececf9/Page 33.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t1904fececf9/PIC 1.jpg"",""caption"":""Picture showing the spill point""},{""url"":""data/attachments/t1904fececf9/PIC 2.jpg"",""caption"":""Picture showing the impacted area""}]",,,,2024-06-15,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-25 WA003"
330209,,confirmed,wa,NEPL,NEPL/HSE/ARO/008/2024,2024-06-15,2024-06-16,cr,5,,,fl,sab,,"NEPL OML 49, 4"" AROH FLOWLINE AT AJAMIMOGHA",6.0132231,5.4203708,IKPOBA-OKHA,,sw,"Vegetation, surface water and soil were impacted within the Company Right of Way",ED,"[{""url"":""data/attachments/t1904ffaba52/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t1904ffaba52/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t1904ffaba52/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t1904ffaba52/PIC.jpg"",""caption"":""picture showing the spill point""}]",,,,2024-06-17,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-25 WA003"
330218,,confirmed,wa,CHEVRON,NOSDRA/019/2024,2024-06-18,2024-06-19,ga,,,,pl,sab,,"12"" OLERO-DIBI-ABITEYE AT DIBI  COMMUNITIES",5.8328528,5.1751750,Warri-North,,sw,"Inward dent of the pipeline due to external impact of blast suspected to be explosive on the pipeline",DE,"[{""url"":""data/attachments/t190550f9c97/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t190550f9c97/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t190550f9c97/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t190550f9c97/Pic.jpg"",""caption"":""Picture of the incident Point""}]",,,,2024-06-22,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-26 WA003"
330219,,confirmed,wa,Midwestern,MWOG/UPIL/011/2024,2024-06-23,2024-06-23,no,,,,pl,sab,,"12"" MWOG/UPIL PIPELINE FACILITY AT EBENDO",5.6703628,6.3430817,Ndokwa-West,,la,"Illegal attachment of 2"" Ball Valve with Galvanize pipe extension mounted at 12 O' clock position on the pipeline",DE,"[{""url"":""data/attachments/t190551db538/Page 1.jpg"",""caption"":""JIV FORM Page 1""},{""url"":""data/attachments/t190551db538/Page 2.jpg"",""caption"":""JIV FORM Page 2""},{""url"":""data/attachments/t190551db538/Page 3.jpg"",""caption"":""JIV FORM Page 3""},{""url"":""data/attachments/t190551db538/Pic.jpg"",""caption"":""Picture of the incident Point""}]",,,,2024-06-24,"nosdra,cmpny,cmmnt,dpr,mnstry",,,,,,,,,,,,,"2024-06-26 WA003"
330221,330221,confirmed,ph,NAOC,2024/LAR/NLI/062,2024-06-24,2024-06-24,no,,,,pl,sab,,"18"" Ebocha/Ogoda pipeline at Obagi Commnuity ONELGA, Rivers State.",5.2605833,6.6120000,Ogba/Egbema/Ndoni,,,"Non leak( No impact)",RI,"[{""url"":""data/attachments/t19058fdb4a7/CamScanner 06-27-2024 10.24.pdf"",""caption"":""JIV form""},{""url"":""data/attachments/t19058fdb4a7/20240624_154323.jpg"",""caption"":""JIV Picture""},{""url"":""data/attachments/t19058fdb4a7/20240624_163015.jpg"",""caption"":""JIV picture""}]",,,,2024-06-24,"cmmnt,cmpny,mnstry,nosdra",,,,,,,,,,,,,"2024-06-27 PH067, 2024-07-08 AB017, 2025-02-09 AB017, 2025-02-10 AB017"
330222,330222,confirmed,ph,NAOC,2024/LAR/055,2024-06-24,2024-06-24,cr,17.2,,2024-06-25,pl,sab,,"18"" Ebocha/Ogoda pipeline at Ubeta Community, AWELGA, Rivers State.",5.1679167,6.5895833,Ahoada-East,0.00344450,la,"crude oil impact on within and out ROW of about 3444.5square meter of land resulting from Hacksaw cut of about 140mm in diameter.",RI,"[{""url"":""data/attachments/t19059075f0b/20240625_133604.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t19059075f0b/20240625_133651.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t19059075f0b/20240625_142110.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/t19059075f0b/20240625_143051.jpg"",""caption"":""JIV picture""},{""url"":""data/attachments/330222/jiv ubeta lar 055.pdf"",""caption"":""JIV FORM""}]",,,,2024-06-25,,,,,,,,,,,,,,"2024-06-27 PH067, 2024-07-01 PH067, 2024-07-08 AB017"
330223,330223,confirmed,ph,SPDC,3123697,2024-06-01,2024-06-01,cr,0.5,,2024-06-01,pl,sab,"pt,nd","14"" Okordia-Rumuekpe pipeline at Emohua community, Ahoda East LGA, Rivers state",5.02980,6.611565,Ahoada-East,0.02,la,"Vegetation impacted within ROW",RI,"[{""url"":""data/attachments/t190593bbd72/17194847514016911450411975101580.jpg"",""caption"":""JIV form""},{""url"":""data/attachments/t190593bbd72/17194848583931973505176534786939.jpg"",""caption"":""JIV form 2""},{""url"":""data/attachments/t190593bbd72/17194850595267597741570408995007.jpg"",""caption"":""JIV form 3""}]",,,,2024-06-03,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2024-06-27 PH154, 2024-11-22 AB008"
319557,319557,invalid,ph,SPDC,2232537,2024-04-18,2024-04-18,cr,0.0629,,,pl,sab,,"20"" RUMUEKPE - NKPOKU P/L @ RUMUEKPE",4.9693886,6.7251333,Emuoha,,la,,RI,[],,,,2024-04-19,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2024-06-27 PH116"
330142,330142,confirmed,ph,SPDC,3208010,2024-06-17,2024-06-17,no,,,,pl,sab,,"24"" Ogale-Bonny TNP at Agbeta",4.80359,7.16212,Eleme,,la,"1” ball valve and locally fabricated connected to 1” pipe with elbow pipeline out at unknown destination connected on the 24” pipeline",RI,"[{""url"":""data/attachments/t1903afbefd2/IMG_20240618_151133_115.jpg"",""caption"":""JIV PICTURES""},{""url"":""data/attachments/330142/CamScanner 06-21-2024 14.52_3.jpg"",""caption"":""JIV FORM""}]",,,,2024-06-18,"nosdra,mnstry,cmpny,cmmnt",,,,,,,,,,,,,"2024-06-28 AB017"
